chr,locus,model,start,stop,ori,is_TE,is_expressed,is_representative,annotation
Chr3,LOC_Os03g02600,LOC_Os03g02600.1,960445,962656,+,N,Y,Y,riboflavin biosynthesis protein ribD  putative  expressed
Chr3,LOC_Os03g02610,LOC_Os03g02610.1,964180,965338,+,N,Y,Y,glycosyl hydrolases family 16 protein  protein  expressed
Chr3,LOC_Os03g02620,LOC_Os03g02620.1,966245,966592,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g02630,LOC_Os03g02630.1,968223,970795,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g02640,LOC_Os03g02640.1,974604,978415,+,N,Y,Y,methylthioribose kinase  putative  expressed
Chr3,LOC_Os03g02650,LOC_Os03g02650.1,978816,979770,+,N,Y,Y,ligA  putative  expressed
Chr3,LOC_Os03g02660,LOC_Os03g02660.1,985771,989765,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g02670,LOC_Os03g02670.1,991089,994725,+,N,Y,N,transporter family protein  putative  expressed
Chr3,LOC_Os03g02670,LOC_Os03g02670.2,991123,994725,+,N,Y,Y,transporter family protein  putative  expressed
Chr3,LOC_Os03g02670,LOC_Os03g02670.3,991364,994725,+,N,Y,N,transporter family protein  putative  expressed
Chr3,LOC_Os03g02680,LOC_Os03g02680.3,997600,1001197,+,N,Y,N,cyclin-dependent kinase A-1  putative  expressed
Chr3,LOC_Os03g02680,LOC_Os03g02680.2,997600,1001243,+,N,Y,N,cyclin-dependent kinase A-1  putative  expressed
Chr3,LOC_Os03g02680,LOC_Os03g02680.1,997661,1001243,+,N,Y,Y,cyclin-dependent kinase A-1  putative  expressed
Chr3,LOC_Os03g02685,LOC_Os03g02685.1,1002394,1003086,+,N,Y,Y,lysM domain containing protein  putative  expressed
Chr3,LOC_Os03g02690,LOC_Os03g02690.2,1004299,1007269,+,N,Y,N,dihydrodipicolinate reductase  putative  expressed
Chr3,LOC_Os03g02690,LOC_Os03g02690.3,1004299,1007269,+,N,Y,N,dihydrodipicolinate reductase  putative  expressed
Chr3,LOC_Os03g02690,LOC_Os03g02690.1,1004394,1007269,+,N,Y,Y,dihydrodipicolinate reductase  putative  expressed
Chr3,LOC_Os03g02700,LOC_Os03g02700.1,1008383,1010812,+,N,Y,Y,HOTHEAD precursor  putative  expressed
Chr3,LOC_Os03g02710,LOC_Os03g02710.1,1015290,1020208,+,N,Y,Y,hydroxymethylglutaryl-CoA synthase  putative  expressed
Chr3,LOC_Os03g02720,LOC_Os03g02720.1,1021458,1024672,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g02730,LOC_Os03g02730.1,1024732,1026761,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g02740,LOC_Os03g02740.1,1027577,1031646,-,N,Y,Y,phospholipase D  putative  expressed
Chr3,LOC_Os03g02750,LOC_Os03g02750.1,1033961,1036671,-,N,Y,Y,OsSub25 - Putative Subtilisin homologue  expressed
Chr3,LOC_Os03g02762,LOC_Os03g02762.1,1076131,1079382,+,N,Y,Y,PPR repeat domain containing protein  putative  expressed
Chr3,LOC_Os03g02770,LOC_Os03g02770.1,1077384,1079382,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g02770,LOC_Os03g02770.2,1077384,1079382,-,N,Y,N,expressed protein
Chr3,LOC_Os03g02780,LOC_Os03g02780.1,1080711,1081442,+,N,Y,Y,Core histone H2A/H2B/H3/H4 domain containing protein  putative  expressed
Chr3,LOC_Os03g02790,LOC_Os03g02790.1,1082191,1086372,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g02800,LOC_Os03g02800.1,1089162,1093720,+,N,Y,Y,no apical meristem protein  putative  expressed
Chr3,LOC_Os03g02820,LOC_Os03g02820.2,1099329,1102869,+,N,Y,N,expressed protein
Chr3,LOC_Os03g02820,LOC_Os03g02820.1,1099329,1102869,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g02830,LOC_Os03g02830.1,1102447,1106646,-,N,Y,Y,cell cycle control protein  putative  expressed
Chr3,LOC_Os03g02840,LOC_Os03g02840.1,1109242,1113045,-,N,Y,Y,remorin family protein  putative  expressed
Chr3,LOC_Os03g02840,LOC_Os03g02840.3,1109242,1112995,-,N,Y,N,remorin family protein  putative  expressed
Chr3,LOC_Os03g02840,LOC_Os03g02840.4,1109242,1112730,-,N,Y,N,remorin family protein  putative  expressed
Chr3,LOC_Os03g02840,LOC_Os03g02840.2,1109243,1112995,-,N,Y,N,remorin family protein  putative  expressed
Chr3,LOC_Os03g02850,LOC_Os03g02850.2,1119744,1123777,-,N,Y,N,tobamovirus multiplication protein  putative  expressed
Chr3,LOC_Os03g02850,LOC_Os03g02850.1,1119744,1123777,-,N,Y,Y,tobamovirus multiplication protein  putative  expressed
Chr3,LOC_Os03g02860,LOC_Os03g02860.1,1124956,1127202,-,N,Y,Y,heavy metal-associated domain containing protein  expressed
Chr3,LOC_Os03g02874,LOC_Os03g02874.5,1131615,1135170,-,Y,Y,N,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g02874,LOC_Os03g02874.3,1131615,1135170,-,Y,Y,N,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g02874,LOC_Os03g02874.6,1131615,1135170,-,Y,Y,N,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g02874,LOC_Os03g02874.4,1131615,1135170,-,Y,Y,N,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g02874,LOC_Os03g02874.1,1131671,1135170,-,Y,Y,N,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g02874,LOC_Os03g02874.2,1133941,1135170,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g02890,LOC_Os03g02890.1,1137129,1141062,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g02900,LOC_Os03g02900.1,1152918,1154876,+,N,Y,Y,B3 DNA binding domain containing protein  expressed
Chr3,LOC_Os03g02910,LOC_Os03g02910.1,1168005,1168430,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g02920,LOC_Os03g02920.1,1172250,1176258,-,N,Y,Y,peroxidase precursor  putative  expressed
Chr3,LOC_Os03g02939,LOC_Os03g02939.1,1178459,1180137,-,N,Y,Y,peroxidase precursor  putative  expressed
Chr3,LOC_Os03g02960,LOC_Os03g02960.1,1194255,1196505,+,N,Y,Y,nascent polypeptide-associated complex subunit alpha  putative  expressed
Chr3,LOC_Os03g02970,LOC_Os03g02970.1,1195075,1204839,-,Y,Y,Y,Dicer  putative  expressed
Chr3,LOC_Os03g02980,LOC_Os03g02980.2,1211679,1217861,+,N,Y,Y,CAMK_CAMK_like_ULKh_APGy.1 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g02980,LOC_Os03g02980.1,1211681,1217861,+,N,Y,N,CAMK_CAMK_like_ULKh_APGy.1 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g03000,LOC_Os03g03000.1,1226698,1227860,+,N,Y,Y,helix-loop-helix DNA-binding domain containing protein  expressed
Chr3,LOC_Os03g03010,LOC_Os03g03010.1,1229808,1230352,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03020,LOC_Os03g03020.1,1232214,1234476,-,N,Y,Y,L11 domain containing ribosomal protein  putative  expressed
Chr3,LOC_Os03g03034,LOC_Os03g03034.4,1235373,1244707,-,N,Y,N,flavonol synthase/flavanone 3-hydroxylase  putative  expressed
Chr3,LOC_Os03g03034,LOC_Os03g03034.1,1235373,1245060,-,N,Y,Y,flavonol synthase/flavanone 3-hydroxylase  putative  expressed
Chr3,LOC_Os03g03034,LOC_Os03g03034.2,1236613,1245060,-,N,Y,N,flavonol synthase/flavanone 3-hydroxylase  putative  expressed
Chr3,LOC_Os03g03034,LOC_Os03g03034.3,1242261,1244932,-,N,Y,N,flavonol synthase/flavanone 3-hydroxylase  putative  expressed
Chr3,LOC_Os03g03034,LOC_Os03g03034.5,1244107,1244932,-,N,Y,N,flavonol synthase/flavanone 3-hydroxylase  putative  expressed
Chr3,LOC_Os03g03050,LOC_Os03g03050.1,1259345,1260528,-,Y,Y,Y,expressed protein
Chr3,LOC_Os03g03060,LOC_Os03g03060.1,1263589,1268972,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g03070,LOC_Os03g03070.1,1269856,1271783,-,N,Y,Y,transcription factor  putative  expressed
Chr3,LOC_Os03g03080,LOC_Os03g03080.1,1276308,1276989,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03100,LOC_Os03g03100.1,1298070,1300384,-,N,Y,Y,OsMADS50 - MADS-box family gene with MIKCc type-box  expressed
Chr3,LOC_Os03g03110,LOC_Os03g03110.1,1310378,1311020,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03120,LOC_Os03g03120.1,1311788,1315127,-,Y,Y,Y,transposon protein  putative  Mutator sub-class  expressed
Chr3,LOC_Os03g03130,LOC_Os03g03130.2,1318244,1321665,+,N,Y,N,ubiquitin-conjugating enzyme  putative  expressed
Chr3,LOC_Os03g03130,LOC_Os03g03130.1,1318244,1321665,+,N,Y,Y,ubiquitin-conjugating enzyme  putative  expressed
Chr3,LOC_Os03g03140,LOC_Os03g03140.1,1322549,1324485,+,N,Y,Y,RNA recognition motif containing protein  putative  expressed
Chr3,LOC_Os03g03150,LOC_Os03g03150.2,1327397,1331210,+,N,Y,Y,WD repeat-containing protein  putative  expressed
Chr3,LOC_Os03g03150,LOC_Os03g03150.1,1327397,1331210,+,N,Y,N,WD repeat-containing protein  putative  expressed
Chr3,LOC_Os03g03164,LOC_Os03g03164.2,1340052,1345158,+,N,Y,Y,homeobox protein knotted-1  putative  expressed
Chr3,LOC_Os03g03164,LOC_Os03g03164.1,1340067,1345295,+,N,Y,N,homeobox protein knotted-1  putative  expressed
Chr3,LOC_Os03g03164,LOC_Os03g03164.3,1340067,1345295,+,N,Y,N,homeobox protein knotted-1  putative  expressed
Chr3,LOC_Os03g03180,LOC_Os03g03180.1,1345958,1349521,-,N,Y,Y,uncharacterized Cys-rich domain containing protein  putative  expressed
Chr3,LOC_Os03g03190,LOC_Os03g03190.1,1350578,1350997,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03200,LOC_Os03g03200.2,1355502,1358185,+,N,Y,N,hydrolase  alpha/beta fold family protein  putative  expressed
Chr3,LOC_Os03g03200,LOC_Os03g03200.1,1355513,1356827,+,N,Y,Y,hydrolase  alpha/beta fold family protein  putative  expressed
Chr3,LOC_Os03g03210,LOC_Os03g03210.1,1363828,1368572,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g03220,LOC_Os03g03220.1,1368902,1371815,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g03230,LOC_Os03g03230.1,1372179,1373900,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g03240,LOC_Os03g03240.1,1382571,1385496,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g03250,LOC_Os03g03250.1,1385812,1391918,-,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g03260,LOC_Os03g03260.1,1394429,1400139,+,N,Y,Y,homeobox domain containing protein  expressed
Chr3,LOC_Os03g03270,LOC_Os03g03270.2,1402828,1405076,+,N,Y,N,fringe-related protein  putative  expressed
Chr3,LOC_Os03g03270,LOC_Os03g03270.1,1402828,1405076,+,N,Y,Y,fringe-related protein  putative  expressed
Chr3,LOC_Os03g03280,LOC_Os03g03280.1,1405624,1408987,+,N,Y,Y,TKL_IRAK_CrRLK1L-1.6 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog  expressed
Chr3,LOC_Os03g03290,LOC_Os03g03290.1,1410002,1411834,+,N,Y,Y,receptor-like protein kinase At3g46290 precursor  putative  expressed
Chr3,LOC_Os03g03300,LOC_Os03g03300.1,1415863,1416790,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g03320,LOC_Os03g03320.1,1419778,1420986,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03330,LOC_Os03g03330.1,1424139,1425216,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03334,LOC_Os03g03334.1,1427658,1428154,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03340,LOC_Os03g03340.1,1428208,1430440,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g03350,LOC_Os03g03350.1,1430639,1433585,+,N,Y,Y,polygalacturonase  putative  expressed
Chr3,LOC_Os03g03360,LOC_Os03g03360.1,1432787,1435347,-,N,Y,Y,ribosomal protein L5  putative  expressed
Chr3,LOC_Os03g03370,LOC_Os03g03370.1,1436356,1439198,-,N,Y,Y,fatty acid hydroxylase  putative  expressed
Chr3,LOC_Os03g03370,LOC_Os03g03370.2,1436356,1439198,-,N,Y,N,fatty acid hydroxylase  putative  expressed
Chr3,LOC_Os03g03390,LOC_Os03g03390.1,1444996,1448727,+,N,Y,Y,G-patch domain containing protein  expressed
Chr3,LOC_Os03g03400,LOC_Os03g03400.2,1449063,1452023,+,N,Y,N,diacylglycerol kinase  putative  expressed
Chr3,LOC_Os03g03400,LOC_Os03g03400.1,1449063,1452023,+,N,Y,Y,diacylglycerol kinase  putative  expressed
Chr3,LOC_Os03g03410,LOC_Os03g03410.1,1457462,1461716,+,N,Y,Y,serine/threonine-protein kinase  putative  expressed
Chr3,LOC_Os03g03420,LOC_Os03g03420.1,1463499,1466923,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03420,LOC_Os03g03420.2,1463499,1466923,-,N,Y,N,expressed protein
Chr3,LOC_Os03g03430,LOC_Os03g03430.1,1476335,1483361,+,N,Y,Y,CBS domain containing protein  expressed
Chr3,LOC_Os03g03440,LOC_Os03g03440.1,1484202,1486491,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03440,LOC_Os03g03440.2,1484280,1486491,+,N,Y,N,expressed protein
Chr3,LOC_Os03g03450,LOC_Os03g03450.1,1485602,1490669,-,N,Y,Y,anthranilate phosphoribosyltransferase  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g03450,LOC_Os03g03450.2,1486493,1490669,-,N,Y,N,anthranilate phosphoribosyltransferase  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g03460,LOC_Os03g03460.1,1494308,1497245,-,N,Y,Y,erythronate-4-phosphate dehydrogenase  putative  expressed
Chr3,LOC_Os03g03470,LOC_Os03g03470.2,1499619,1504242,-,N,Y,N,expressed protein
Chr3,LOC_Os03g03470,LOC_Os03g03470.4,1499619,1504242,-,N,Y,N,expressed protein
Chr3,LOC_Os03g03470,LOC_Os03g03470.3,1499619,1504242,-,N,Y,N,expressed protein
Chr3,LOC_Os03g03470,LOC_Os03g03470.1,1499639,1504242,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03480,LOC_Os03g03480.1,1505340,1506050,-,N,Y,Y,DUF623 domain containing protein  expressed
Chr3,LOC_Os03g03490,LOC_Os03g03490.1,1508100,1509682,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03500,LOC_Os03g03500.1,1511322,1513228,+,N,Y,Y,heavy metal-associated domain containing protein  expressed
Chr3,LOC_Os03g03510,LOC_Os03g03510.1,1514622,1519297,-,N,Y,Y,CAMK_KIN1/SNF1/Nim1_like.15 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g03510,LOC_Os03g03510.2,1514622,1519297,-,N,Y,N,CAMK_KIN1/SNF1/Nim1_like.15 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g03520,LOC_Os03g03520.1,1521162,1522978,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03530,LOC_Os03g03530.1,1525179,1527103,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03540,LOC_Os03g03540.1,1528969,1531624,-,N,Y,Y,no apical meristem protein  putative  expressed
Chr3,LOC_Os03g03550,LOC_Os03g03550.1,1551426,1553821,+,N,Y,Y,bZIP family transcription factor  putative  expressed
Chr3,LOC_Os03g03560,LOC_Os03g03560.1,1552693,1559153,-,N,Y,Y,FHA domain containing protein  putative  expressed
Chr3,LOC_Os03g03570,LOC_Os03g03570.2,1562044,1566906,+,N,Y,Y,leucine-rich repeat transmembrane protein kinase  putative  expressed
Chr3,LOC_Os03g03590,LOC_Os03g03590.1,1567982,1571987,-,N,Y,Y,transporter  monovalent cation:proton antiporter-2 family  putative  expressed
Chr3,LOC_Os03g03590,LOC_Os03g03590.2,1567982,1571987,-,N,Y,N,transporter  monovalent cation:proton antiporter-2 family  putative  expressed
Chr3,LOC_Os03g03600,LOC_Os03g03600.1,1579316,1580910,+,N,Y,Y,fasciclin-like arabinogalactan protein  putative  expressed
Chr3,LOC_Os03g03610,LOC_Os03g03610.2,1582176,1602063,-,N,Y,N,1 3-beta-glucan synthase component domain containing protein  expressed
Chr3,LOC_Os03g03610,LOC_Os03g03610.3,1582176,1601671,-,N,Y,Y,1 3-beta-glucan synthase component domain containing protein  expressed
Chr3,LOC_Os03g03610,LOC_Os03g03610.1,1582176,1602061,-,N,Y,N,1 3-beta-glucan synthase component domain containing protein  expressed
Chr3,LOC_Os03g03630,LOC_Os03g03630.1,1608021,1609055,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03640,LOC_Os03g03640.1,1609791,1611740,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03650,LOC_Os03g03650.1,1612325,1616443,-,N,Y,Y,POLD2 - Putative DNA polymerase delta complex subunit  expressed
Chr3,LOC_Os03g03654,LOC_Os03g03654.1,1619519,1620294,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03660,LOC_Os03g03660.4,1624879,1629530,+,N,Y,N,CAMK_CAMK_like.17 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g03660,LOC_Os03g03660.2,1624879,1629530,+,N,Y,N,CAMK_CAMK_like.17 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g03660,LOC_Os03g03660.1,1625098,1629506,+,N,Y,Y,CAMK_CAMK_like.17 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g03660,LOC_Os03g03660.3,1625113,1629530,+,N,Y,N,CAMK_CAMK_like.17 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g03670,LOC_Os03g03670.1,1630161,1631864,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03680,LOC_Os03g03680.1,1631964,1638192,+,N,Y,Y,transporter family protein  putative  expressed
Chr3,LOC_Os03g03690,LOC_Os03g03690.3,1641569,1646416,+,N,Y,Y,glycosylphosphatidylinositol anchor biosynthesis protein 11  putative  expressed
Chr3,LOC_Os03g03690,LOC_Os03g03690.2,1641612,1646416,+,N,Y,N,glycosylphosphatidylinositol anchor biosynthesis protein 11  putative  expressed
Chr3,LOC_Os03g03690,LOC_Os03g03690.1,1641613,1646416,+,N,Y,N,glycosylphosphatidylinositol anchor biosynthesis protein 11  putative  expressed
Chr3,LOC_Os03g03700,LOC_Os03g03700.2,1644670,1648764,-,N,Y,N,MLO domain containing protein  putative  expressed
Chr3,LOC_Os03g03700,LOC_Os03g03700.1,1644670,1648764,-,N,Y,Y,MLO domain containing protein  putative  expressed
Chr3,LOC_Os03g03710,LOC_Os03g03710.1,1653196,1661442,-,N,Y,Y,ribonuclease protein  putative  expressed
Chr3,LOC_Os03g03720,LOC_Os03g03720.1,1662172,1665576,+,N,Y,Y,glyceraldehyde-3-phosphate dehydrogenase  putative  expressed
Chr3,LOC_Os03g03720,LOC_Os03g03720.2,1662243,1665576,+,N,Y,N,glyceraldehyde-3-phosphate dehydrogenase  putative  expressed
Chr3,LOC_Os03g03724,LOC_Os03g03724.1,1667248,1667963,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g03724,LOC_Os03g03724.2,1667248,1667899,+,N,Y,N,expressed protein
Chr3,LOC_Os03g03730,LOC_Os03g03730.1,1668201,1669268,-,N,Y,Y,regulatory protein  putative  expressed
Chr3,LOC_Os03g03740,LOC_Os03g03740.1,1669804,1670145,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g03750,LOC_Os03g03750.1,1671027,1671435,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03760,LOC_Os03g03760.1,1672833,1677811,-,N,Y,Y,MYB family transcription factor  putative  expressed
Chr3,LOC_Os03g03770,LOC_Os03g03770.1,1685487,1689540,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03790,LOC_Os03g03790.1,1706051,1708336,+,N,Y,Y,AMP-binding domain containing protein  expressed
Chr3,LOC_Os03g03800,LOC_Os03g03800.1,1711308,1712932,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03810,LOC_Os03g03810.1,1714572,1715230,+,N,Y,Y,DEF8 - Defensin and Defensin-like DEFL family  expressed
Chr3,LOC_Os03g03820,LOC_Os03g03820.1,1716437,1719782,+,N,Y,Y,adenylate kinase  putative  expressed
Chr3,LOC_Os03g03830,LOC_Os03g03830.1,1720034,1727907,-,N,Y,Y,EF hand family protein  putative  expressed
Chr3,LOC_Os03g03840,LOC_Os03g03840.1,1730513,1730713,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03850,LOC_Os03g03850.1,1733298,1734113,-,N,Y,Y,GATA zinc finger domain containing protein  expressed
Chr3,LOC_Os03g03860,LOC_Os03g03860.1,1737298,1742634,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g03860,LOC_Os03g03860.3,1737298,1742634,-,N,Y,N,expressed protein
Chr3,LOC_Os03g03860,LOC_Os03g03860.2,1737565,1741468,-,N,Y,N,expressed protein
Chr3,LOC_Os03g03870,LOC_Os03g03870.1,1752160,1758218,+,N,Y,Y,DNA-binding bromodomain-containing protein  putative  expressed
Chr3,LOC_Os03g03880,LOC_Os03g03880.1,1765300,1770693,+,N,Y,Y,protein kinase  putative  expressed
Chr3,LOC_Os03g03890,LOC_Os03g03890.1,1772819,1775682,+,N,Y,Y,protein kinase family protein  putative  expressed
Chr3,LOC_Os03g03900,LOC_Os03g03900.1,1776271,1780899,-,N,Y,Y,NIN  putative  expressed
Chr3,LOC_Os03g03910,LOC_Os03g03910.1,1787648,1790957,-,N,Y,Y,catalase domain containing protein  expressed
Chr3,LOC_Os03g03920,LOC_Os03g03920.1,1791572,1796423,-,N,Y,Y,Ubiquitin family domain containing protein  expressed
Chr3,LOC_Os03g03920,LOC_Os03g03920.4,1791587,1796373,-,N,Y,N,Ubiquitin family domain containing protein  expressed
Chr3,LOC_Os03g03920,LOC_Os03g03920.3,1791587,1796423,-,N,Y,N,Ubiquitin family domain containing protein  expressed
Chr3,LOC_Os03g03920,LOC_Os03g03920.5,1791587,1796423,-,N,Y,N,Ubiquitin family domain containing protein  expressed
Chr3,LOC_Os03g03930,LOC_Os03g03930.1,1798696,1804326,-,N,Y,Y,tRNA nucleotidyltransferase/polyA polymerase family protein  putative  expressed
Chr3,LOC_Os03g03930,LOC_Os03g03930.2,1798698,1804163,-,N,Y,N,tRNA nucleotidyltransferase/polyA polymerase family protein  putative  expressed
Chr3,LOC_Os03g03949,LOC_Os03g03949.2,1804460,1813294,+,N,Y,Y,electron carrier/ protein disulfide oxidoreductase  putative  expressed
Chr3,LOC_Os03g03970,LOC_Os03g03970.1,1813473,1813841,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g03980,LOC_Os03g03980.1,1815439,1816490,+,N,Y,Y,coiled-coil domain-containing protein 124  putative  expressed
Chr3,LOC_Os03g03990,LOC_Os03g03990.1,1817496,1818855,-,N,Y,Y,signal recognition particle 43 kDa protein  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g04000,LOC_Os03g04000.1,1822239,1826140,+,N,Y,Y,AMP-binding domain containing protein  expressed
Chr3,LOC_Os03g04010,LOC_Os03g04010.1,1827223,1827617,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g04020,LOC_Os03g04020.2,1831332,1833506,+,N,Y,N,expansin precursor  putative  expressed
Chr3,LOC_Os03g04020,LOC_Os03g04020.1,1831332,1833506,+,N,Y,Y,expansin precursor  putative  expressed
Chr3,LOC_Os03g04030,LOC_Os03g04030.1,1836607,1839781,-,N,Y,Y,HVA22  putative  expressed
Chr3,LOC_Os03g04040,LOC_Os03g04040.1,1844068,1845292,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g04050,LOC_Os03g04050.1,1852874,1857814,+,N,Y,Y,protein kinase family protein  putative  expressed
Chr3,LOC_Os03g04060,LOC_Os03g04060.1,1860427,1861786,+,N,Y,Y,CHIT16 - Chitinase family protein precursor  expressed
Chr3,LOC_Os03g04070,LOC_Os03g04070.1,1862352,1864245,-,N,Y,Y,no apical meristem protein  putative  expressed
Chr3,LOC_Os03g04080,LOC_Os03g04080.1,1870803,1871503,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g04100,LOC_Os03g04100.1,1873281,1878450,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g04100,LOC_Os03g04100.2,1873281,1878441,+,N,Y,N,expressed protein
Chr3,LOC_Os03g04110,LOC_Os03g04110.1,1878906,1881754,+,N,Y,Y,lysM domain-containing GPI-anchored protein precursor  putative  expressed
